,name,distance,moving_time,total_elevation_gain,workout_type,kudos_count,max_speed,average_heartrate,max_heartrate,pr_count,suffer_score,is_named,local_date,run_per_day,max_run,run_area,average_speed_mpk,datetime,hour,uk_awake,kfold
0,WD,3.0108,14.966666666666669,18.0,0.0,8,4.1,150.6,162.0,0,11.0,1,2021-01-12,4,0,0.0355008523911237,4.9704742022069786,2021-01-12 23:47:24,23,0,0
1,"Dayman, Fighter of the Nightman",10.175,45.5,196.6,0.0,52,8.1,143.5,159.0,2,18.0,1,2020-03-23,2,0,5.286324994813185,4.471693050711028,2020-03-23 18:17:14,18,1,0
2,Kathryn Albertson park is well nice ,9.2919,37.766666666666666,8.0,0.0,50,5.7,140.2,153.0,1,12.0,1,2020-10-18,1,1,3.569154068827629,4.06388685686418,2020-10-18 16:23:49,16,1,0
3,"Quads on fire, strong desire ",15.0173,62.583333333333336,17.0,0.0,56,5.4,156.2,187.0,1,66.0,1,2020-11-17,1,1,9.783741552382708,4.167541885471368,2020-11-17 16:14:17,16,1,0
4,Dub + sprints ,8.0886,41.31666666666667,42.0,0.0,31,8.6,131.0,148.0,0,9.0,1,2021-01-25,2,0,0.0055879354476928,5.107569721115538,2021-01-25 22:40:18,22,0,0
5,6 x 1 mile [2 min float],12.8,41.53333333333333,0.0,3.0,33,0.0,,,0,,1,2020-08-15,3,1,0.0,3.24493769470405,2020-08-15 12:55:00,12,1,0
6,This was very nice. ,22.6554,108.88333333333334,469.3,2.0,90,5.1,148.5,177.0,1,75.0,1,2020-10-31,1,1,0.7792259566485882,4.80565167243368,2020-10-31 15:06:08,15,1,0
7,WU,4.8267,22.116666666666667,37.0,0.0,14,4.4,135.5,152.0,0,5.0,1,2020-10-09,4,0,0.1491338480263948,4.582348089084411,2020-10-09 21:12:03,21,0,0
8,River dip was aggressively needed,6.502800000000001,29.4,8.0,0.0,38,6.4,127.6,139.0,0,6.0,1,2020-09-01,2,0,0.0563857611268758,4.5214324470971246,2020-09-01 20:58:03,20,0,0
9,Family business ,9.2875,38.3,15.0,0.0,38,5.6,147.8,181.0,9,25.0,1,2020-03-17,1,1,7.071724394336343,4.123206333498269,2020-03-17 18:11:00,18,1,0
10,A -> B -> A,8.0624,34.21666666666667,8.0,0.0,32,5.2,128.8,140.0,0,7.0,1,2021-03-10,2,0,0.1296517439186573,4.243952126305068,2021-03-10 23:29:32,23,0,0
11,Scottish virtual road relays - 14:26,5.0163,14.483333333333333,8.0,1.0,109,7.3,152.5,173.0,1,12.0,1,2020-04-04,3,0,3.8964700024735066,2.8873873873873874,2020-04-04 14:43:17,14,1,0
12,WU,4.7423,19.65,54.0,0.0,10,5.2,141.6,160.0,0,7.0,1,2019-12-31,3,0,3.8598900232500455,4.143709597215316,2019-12-31 09:04:05,9,1,0
13,Moist mileage ,16.2808,74.26666666666667,13.0,0.0,46,6.1,159.4,177.0,0,94.0,1,2021-01-13,2,1,0.8427072316408157,4.561029009304872,2021-01-13 15:41:16,15,1,0
14,The hype continues ,9.2329,30.05,8.6,3.0,65,6.2,162.5,194.0,2,52.0,1,2020-01-28,4,1,12.978459926671349,3.25444249170084,2020-01-28 18:48:18,18,1,0
15,"no donkage, full bonkage",27.6912,120.01666666666668,282.1,2.0,77,6.6,154.3,172.0,2,128.0,1,2021-03-13,1,1,107.92624671012165,4.33446033810143,2021-03-13 16:07:26,16,1,0
16,Delightful ,25.896,120.01666666666668,469.0,0.0,81,5.0,153.0,172.0,2,111.0,1,2021-01-16,1,1,7.866206578910351,4.634593993325917,2021-01-16 16:12:44,16,1,0
17,💨 💨 💨 ,12.0004,40.05,68.4,3.0,61,6.7,166.4,193.0,0,69.0,1,2019-12-10,4,1,16.395424609072506,3.33720464557469,2019-12-10 18:46:04,18,1,0
18,Strides ,1.1145,7.4,5.0,0.0,11,7.7,139.0,156.0,0,2.0,1,2020-08-01,4,0,0.1069299855771532,6.6398406374502,2020-08-01 09:46:20,9,1,0
19,That’ll do donkey ,22.8328,102.58333333333331,610.0,0.0,64,5.8,153.5,179.0,10,105.0,1,2021-01-21,2,1,40.882325265556574,4.492183288409704,2021-01-21 22:09:05,22,0,0
20,WU,4.2,17.0,0.0,0.0,7,0.0,,,0,,1,2020-01-28,4,0,0.0,4.047110247693055,2020-01-28 18:00:00,18,1,0
21,🐸,16.111,67.91666666666667,201.9,0.0,57,5.4,147.0,163.0,2,40.0,1,2021-03-15,2,1,0.6012152880430222,4.214972180070815,2021-03-15 14:30:54,14,1,0
22,WU,4.8558,21.816666666666663,38.0,0.0,15,4.5,144.7,160.0,0,11.0,1,2021-01-12,4,0,0.0882369931787252,4.492183288409704,2021-01-12 22:29:10,22,0,0
23,Ohhhhh boys,12.5993,50.0,5.0,0.0,55,6.1,146.3,164.0,2,26.0,1,2020-02-15,1,1,3.200444962203619,3.968095238095238,2020-02-15 16:58:03,16,1,0
24,Scenic ,6.428100000000001,27.716666666666665,10.0,0.0,27,5.2,149.2,166.0,0,20.0,1,2021-01-14,2,0,0.2288143150508403,4.312031047865459,2021-01-14 14:27:39,14,1,0
25,Watch died,1.6,7.0,0.0,0.0,6,0.0,,,0,,1,2019-12-12,2,0,0.0,4.3742782152230975,2019-12-12 19:28:47,19,1,0
26,Hill wave 🌊 ,13.4,53.0,0.0,3.0,32,0.0,,,0,,1,2020-08-11,3,1,0.0,3.954912197437114,2020-08-11 11:55:00,11,1,0
27,Snow day baby ,8.1133,38.28333333333333,9.0,0.0,30,5.9,134.4,161.0,0,13.0,1,2021-02-12,4,1,0.1644366420805454,4.718573046432616,2021-02-12 15:54:42,15,1,0
28,Parks and recreation ,32.2081,128.51666666666668,104.3,2.0,90,5.6,153.0,174.0,12,123.0,1,2020-10-10,1,1,81.79137948900461,3.9899449365573374,2020-10-10 14:37:36,14,1,0
29,🔫 ,9.5818,35.65,12.0,3.0,66,7.5,155.4,178.0,0,36.0,1,2020-08-01,4,1,3.189890230714809,3.720089285714285,2020-08-01 08:34:27,8,1,0
30,TMG,11.0295,48.016666666666666,58.0,0.0,30,4.7,136.1,154.0,0,12.0,1,2020-01-09,2,1,31.57241490043816,4.353709508881923,2020-01-09 17:10:48,17,1,0
31,Oooooo yea ,9.317,40.05,14.0,0.0,58,7.4,143.2,156.0,0,16.0,1,2020-05-09,1,1,3.112310059805168,4.298684549909725,2020-05-09 16:50:11,16,1,0
32,WU,3.842,17.483333333333334,11.0,0.0,13,5.5,129.4,152.0,0,4.0,1,2020-02-18,4,0,6.15540993749164,4.54982254982255,2020-02-18 16:26:16,16,1,0
33,Pre brekky,26.0021,100.55,233.8,2.0,84,6.2,154.4,171.0,3,105.0,1,2020-01-19,1,1,4.414475552039221,3.866821345707657,2020-01-19 08:42:58,8,1,0
34,Snowy golf course mileage ,8.140600000000001,34.85,14.0,0.0,35,5.6,144.2,158.0,0,16.0,1,2021-01-12,4,0,0.2562417648732662,4.281017210377601,2021-01-12 16:08:05,16,1,0
35,WU,5.0118,22.15,39.0,0.0,15,6.0,143.0,163.0,0,9.0,1,2021-01-05,3,0,0.3285099865024676,4.419517369398038,2021-01-05 09:35:38,9,1,0
36,WU,4.7713,22.5,37.0,0.0,9,4.4,133.6,148.0,0,5.0,1,2020-09-18,4,0,0.1851294655352831,4.715902659875495,2020-09-18 13:13:22,13,1,0
37,WD,9.7269,46.266666666666666,40.0,0.0,18,4.6,143.9,160.0,0,20.0,1,2021-02-19,4,1,6.775849033147097,4.7562785388127855,2021-02-19 18:46:04,18,1,0
38,Big big chungus ,6.8586,32.0,13.0,0.0,35,5.1,151.0,164.0,0,26.0,1,2021-03-02,4,0,6.581225898116827,4.665733482642777,2021-03-02 15:09:48,15,1,0
39,Character building ,29.2292,118.2,155.1,2.0,90,7.1,158.0,182.0,0,151.0,1,2020-12-05,1,1,128.49009362980723,4.044164037854889,2020-12-05 14:42:56,14,1,0
40,Evening Run,3.1827,15.966666666666669,17.0,0.0,20,4.1,135.9,148.0,0,4.0,0,2020-02-13,3,0,1.3160348316887394,5.01685731487056,2020-02-13 19:38:37,19,1,0
41,Shake out ,2.1803000000000003,9.666666666666666,0.0,0.0,13,5.6,121.0,132.0,0,1.0,1,2020-01-11,4,0,1.412519941368373,4.433625964352221,2020-01-11 09:03:16,9,1,0
42,💦 🥪 ,9.383299999999998,34.05,40.0,3.0,63,7.9,148.7,171.0,0,25.0,1,2020-07-25,4,1,3.1306550226872787,3.628565207925104,2020-07-25 08:35:55,8,1,0
43,WU,3.4727,15.016666666666667,2.0,0.0,9,8.0,132.3,150.0,0,3.0,1,2020-02-08,4,0,1.194325523101725,4.324338349766476,2020-02-08 08:46:19,8,1,0
44,We back ,16.7222,72.36666666666666,15.0,0.0,61,7.2,139.3,152.0,1,20.0,1,2021-01-10,2,1,1.9517727196216583,4.327707089067775,2021-01-10 15:54:51,15,1,0
45,Pacing Sam round his 5k TT,9.0,36.0,0.0,3.0,31,0.0,,,0,,1,2020-07-24,1,1,0.0,3.9995200383969287,2020-07-24 09:00:54,9,1,0
46,Dub ,8.395299999999999,35.766666666666666,43.0,0.0,29,7.4,151.2,167.0,0,29.0,1,2020-12-14,2,0,10.545633267611263,4.260224948875256,2020-12-14 21:13:12,21,0,0
47,Back looping ,12.2764,40.11666666666667,6.0,3.0,45,6.9,156.0,189.0,1,44.0,1,2020-01-14,4,1,17.345239757560194,3.267843137254902,2020-01-14 18:49:21,18,1,0
48,WD,3.9481,17.166666666666668,3.0,0.0,9,4.6,151.4,178.0,1,12.0,1,2020-06-30,4,0,1.0702299732656684,4.348030263501174,2020-06-30 18:46:59,18,1,0
49,🪃🪃,8.5259,33.88333333333333,196.7,3.0,46,6.7,139.8,162.0,0,10.0,1,2021-01-02,4,1,0.2477149791957344,3.97377205531712,2021-01-02 10:44:36,10,1,0
50,Fallen by the wayside 😥,5.3083,14.766666666666667,1.0,1.0,165,9.4,142.8,162.0,8,6.0,1,2020-02-13,3,1,3.703765105456114,2.7911572600904373,2020-02-13 20:28:26,20,0,0
51,My thoughts are with Garmin Connect ,16.0397,70.0,223.2,0.0,50,7.2,144.0,163.0,0,33.0,1,2020-07-23,1,1,65.52720997206052,4.363969625556429,2020-07-23 09:16:23,9,1,0
52,Turf is nice ,8.190199999999999,41.16666666666666,74.0,0.0,37,8.7,143.3,166.0,0,21.0,1,2021-01-11,2,0,0.2118060365319252,5.02593486127865,2021-01-11 22:32:04,22,0,0
53,Strides ,0.9069,5.016666666666667,1.0,0.0,7,7.4,141.6,160.0,0,2.0,1,2020-07-11,4,0,0.019080198399024,5.5313640889478926,2020-07-11 09:51:16,9,1,0
54,Morning Run,16.1044,68.25,98.3,0.0,2,9.1,149.7,170.0,0,53.0,0,2020-12-23,2,1,25.54186994530028,4.237477752351895,2020-12-23 09:58:50,9,1,0
55,WU + 4 x 15s strides ,3.9303,18.683333333333334,14.0,0.0,10,7.5,138.9,153.0,0,5.0,1,2020-06-02,4,0,6.482694971055025,4.753565316600114,2020-06-02 09:04:38,9,1,0
56,"Felt G, let it roll ",8.4586,31.35,84.5,0.0,54,6.1,164.1,177.0,3,49.0,1,2020-05-06,1,1,19.23500994962524,3.706026239715366,2020-05-06 15:27:30,15,1,0
57,Church ⛪️ ,20.6914,90.88333333333334,404.3,2.0,51,5.4,146.0,166.0,2,49.0,1,2019-12-22,1,1,237.7222000632173,4.392725355824987,2019-12-22 10:09:12,10,1,0
58,Table rock ,29.0796,124.68333333333334,363.0,2.0,84,5.9,147.0,188.0,4,84.0,1,2020-08-29,1,1,145.8577811717987,4.287625418060201,2020-08-29 14:12:33,14,1,0
59,Big chungus,14.0555,63.45,210.9,0.0,41,6.4,,,0,,1,2020-05-28,1,1,52.58957990008639,4.514084507042253,2020-05-28 08:39:21,8,1,0
60,Post time trial fartlek ,4.7052,18.766666666666666,25.0,3.0,35,10.5,156.2,186.0,0,21.0,1,2020-09-25,5,0,0.6214133463799953,3.9880354151710935,2020-09-25 22:19:33,22,0,0
61,🤜🍋🤛,9.1561,48.5,12.0,0.0,36,7.6,119.5,142.0,0,9.0,1,2020-09-06,1,1,0.170187558978796,5.297520661157025,2020-09-06 15:20:07,15,1,0
62,WU,4.0262,17.816666666666666,38.0,0.0,13,5.3,138.3,153.0,0,5.0,1,2020-12-15,4,0,8.814531611278653,4.425385023898035,2020-12-15 14:14:08,14,1,0
63,WU,4.0058,16.966666666666665,24.0,0.0,13,5.3,136.6,154.0,0,4.0,1,2020-12-04,3,0,9.514149860478938,4.235324015247777,2020-12-04 14:21:28,14,1,0
64,Evening rounds,7.0017,30.4,34.0,0.0,34,5.9,147.0,167.0,0,21.0,1,2020-07-06,2,0,19.18838497658726,4.341234696535556,2020-07-06 16:50:48,16,1,0
65,Cade run 2: electric boogaloo,8.0738,36.6,11.0,0.0,45,5.6,140.9,160.0,0,13.0,1,2021-01-24,1,1,0.4324945621192455,4.532499320097906,2021-01-24 17:11:20,17,1,0
66,Barefoot strides ,0.8011,6.283333333333333,16.0,0.0,8,7.9,136.5,156.0,0,1.0,1,2020-06-20,4,0,0.0109299435280263,7.842823529411765,2020-06-20 10:25:48,10,1,0
67,Afternoon Run,6.43,29.566666666666663,8.0,0.0,25,6.7,133.7,147.0,0,7.0,0,2020-09-09,2,0,0.1887674443423748,4.59751724137931,2020-09-09 23:21:48,23,0,0
68,Found a sweet sweet waterfall ,17.255200000000002,70.36666666666666,25.0,0.0,62,8.3,137.4,151.0,5,18.0,1,2020-02-16,1,1,1.371950020256918,4.077807682896991,2020-02-16 16:57:13,16,1,0
69,"Two runners, some rollerblades and a dog",8.0516,36.23333333333333,11.0,0.0,33,7.1,132.9,151.0,2,8.0,1,2020-09-30,2,0,0.0393134541809558,4.499460043196544,2020-10-01 00:00:00,0,0,0
70,WD,4.1161,17.233333333333334,17.0,0.0,15,5.1,146.4,164.0,0,8.0,1,2020-12-15,4,0,11.63751003332436,4.186385330319015,2020-12-15 15:06:37,15,1,0
71,4 x hills ,1.1467,5.916666666666667,30.1,0.0,13,7.6,145.1,161.0,0,3.0,1,2020-07-04,4,0,0.0311099995542463,5.159752321981424,2020-07-04 11:38:11,11,1,0
72,WU,3.8378,18.616666666666667,7.0,0.0,10,4.1,149.6,161.0,0,13.0,1,2020-09-25,5,0,6.0292251873761415,4.850407450523865,2020-09-25 21:11:10,21,0,0
73,"Wawaweewa, tempo today ",8.0607,35.43333333333333,9.0,0.0,44,5.0,154.5,165.0,0,37.0,1,2021-01-15,4,0,1.886568497866392,4.39620152993933,2021-01-15 15:59:55,15,1,0
74,Armagh taper session ,11.0,45.0,0.0,3.0,37,0.0,,,0,,1,2020-02-11,1,1,0.0,4.090819833087875,2020-02-11 08:15:00,8,1,0
75,Mildly grim ,10.0817,44.516666666666666,63.0,0.0,35,5.4,126.4,145.0,0,9.0,1,2020-01-13,2,1,68.05126395192929,4.414834437086093,2020-01-13 16:35:47,16,1,0
76,Ahhhhhhh,10.5032,44.28333333333333,48.0,0.0,34,5.3,142.3,163.0,1,20.0,1,2020-03-11,2,1,28.902024860144596,4.216038451808753,2020-03-11 11:30:20,11,1,0
77,WD,4.0195,17.65,15.0,0.0,13,4.7,154.0,168.0,0,17.0,1,2020-07-21,4,0,5.07782501699694,4.39041095890411,2020-07-21 10:43:44,10,1,0
78,🥞 ,17.9573,60.016666666666666,25.0,3.0,90,6.6,159.8,190.0,5,80.0,1,2020-02-25,3,1,25.96101476228796,3.3418889111690397,2020-02-25 18:47:43,18,1,0
79,lol Sam fell over ,15.7696,67.26666666666667,75.0,0.0,55,5.3,136.4,151.0,0,17.0,1,2020-04-08,1,1,10.865635113077587,4.265676990017917,2020-04-08 14:57:52,14,1,0
80,Strides,1.2469,6.933333333333334,8.0,0.0,5,8.6,150.4,164.0,0,5.0,1,2020-06-27,4,0,0.0090150024334434,5.560894227560895,2020-06-27 11:04:49,11,1,0
81,Scottish nationals - 10th 🥴🥴,10.1105,36.56666666666667,70.2,1.0,161,7.0,162.9,187.0,2,57.0,1,2020-02-22,5,1,4.96593420393765,3.616753472222223,2020-02-22 14:29:19,14,1,1
82,WU,4.179,17.783333333333335,30.0,0.0,13,7.0,145.7,162.0,0,10.0,1,2020-07-04,4,0,7.348580015786865,4.254786826653051,2020-07-04 10:15:25,10,1,0
83,"Grim, really bloody grim ",23.1375,85.25,36.0,3.0,80,8.5,154.8,190.0,0,85.0,1,2020-04-11,1,1,10.93757491616998,3.684722529294716,2020-04-11 16:09:06,16,1,0
84,Baby dub ,5.1785,23.666666666666668,48.5,0.0,30,4.9,133.0,146.0,0,5.0,1,2020-12-11,4,0,11.928824824281037,4.569783383602962,2020-12-11 21:01:57,21,0,0
85,WU,4.8485,22.766666666666666,38.0,0.0,10,4.6,132.8,148.0,0,5.0,1,2020-09-22,4,0,0.208982964977622,4.695970695970696,2020-09-22 21:12:53,21,0,0
86,Quarantine over ,8.6158,35.36666666666667,38.7,3.0,54,8.0,157.2,170.0,1,42.0,1,2020-12-26,4,1,2.4078399292193358,4.104926108374385,2020-12-26 10:33:37,10,1,0
87,fiven’t,10.4326,42.28333333333333,8.0,0.0,36,6.3,147.9,169.0,0,27.0,1,2021-03-12,2,0,9.93817811831832,4.053015564202335,2021-03-12 16:03:59,16,1,0
88,Nom nom mileage ,6.8212,31.416666666666668,7.0,0.0,34,4.5,128.1,142.0,0,6.0,1,2020-09-17,2,0,1.6972364392131567,4.605139541309754,2020-09-17 23:11:33,23,0,0
89,It’s not traversable!,8.0755,35.166666666666664,84.6,0.0,50,6.9,136.2,150.0,0,8.0,1,2020-12-28,2,0,5.413080043581431,4.35484713875098,2020-12-28 17:22:09,17,1,0
90,🤠 ,20.507900000000003,90.0,257.0,0.0,74,7.0,141.5,164.0,0,37.0,1,2020-04-16,1,1,55.96432492893655,4.388098999473407,2020-04-16 16:31:15,16,1,0
91,Marking my territory,20.6937,90.0,388.9,2.0,62,9.3,152.4,172.0,6,80.0,1,2020-07-05,1,1,189.7813449431851,4.349164926931107,2020-07-05 09:39:35,9,1,0
92,Muddy ,10.3474,45.0,101.0,0.0,35,5.6,140.6,157.0,0,15.0,1,2020-01-08,1,1,55.81382501986809,4.349164926931107,2020-01-08 11:17:25,11,1,0
93,14 x 200m ,6.1241,20.066666666666663,5.0,3.0,45,7.4,146.0,156.0,0,10.0,1,2021-02-12,4,0,1.936929766088724,3.2768383798662994,2021-02-12 21:52:42,21,0,0
94,Sprinteroonies,8.0722,41.78333333333333,61.0,0.0,34,9.1,140.9,162.0,0,17.0,1,2021-02-22,2,0,0.1632957719266414,5.175776397515528,2021-02-22 22:38:27,22,0,0
95,Noice ,8.786,37.36666666666667,38.0,0.0,35,7.9,148.3,161.0,0,23.0,1,2020-12-07,2,0,1.3928802218288183,4.2526154631283495,2020-12-07 21:20:52,21,0,0
96,Elisha has a lovely arse ,12.9361,45.23333333333333,33.0,3.0,76,7.2,158.3,192.0,0,56.0,1,2020-06-20,4,1,8.941190026234835,3.496852706672262,2020-06-20 09:21:59,9,1,0
97,3000m simulation ,3.5561,9.95,3.0,3.0,44,8.1,134.1,153.0,0,2.0,1,2020-10-09,4,0,1.1455034837126732,2.7977169716300154,2020-10-09 21:57:14,21,0,0
98,5 x 30s [90s],2.346,10.0,0.0,0.0,12,8.1,154.3,166.0,0,10.0,1,2020-05-23,4,0,0.0578200456402555,4.262404092071611,2020-05-23 17:49:42,17,1,0
99,Finesse ,8.083,36.23333333333333,3.0,0.0,24,5.1,126.5,139.0,0,7.0,1,2021-01-26,4,1,5.983817391097546,4.4825174825174825,2021-01-26 15:06:48,15,1,0
100,Easy dub ,7.023,30.316666666666663,31.0,0.0,45,5.0,139.2,160.0,0,8.0,1,2020-07-20,2,0,19.457820008028648,4.316498316498317,2020-07-20 16:47:50,16,1,0
101,WU,5.2335,25.08333333333333,13.0,0.0,26,4.2,145.9,159.0,0,13.0,1,2021-02-01,4,0,2.2531021386384964,4.793212539545586,2021-02-01 17:05:13,17,1,0
102,WU,4.0284,17.883333333333333,6.0,0.0,10,4.8,137.7,153.0,0,5.0,1,2020-07-21,4,0,6.970990011723188,4.439531166755461,2020-07-21 09:05:20,9,1,0
103,Here we go,12.8566,57.16666666666666,12.0,0.0,44,6.1,151.9,167.0,0,51.0,1,2020-08-17,1,1,0.1523992978036403,4.4466382070437565,2020-08-17 23:41:07,23,0,0
104,WD,3.2024,15.05,15.0,0.0,8,4.5,138.2,148.0,0,3.0,1,2020-01-28,4,0,1.7216798369190656,4.699943598420756,2020-01-28 19:39:31,19,1,0
105,"Oh boy, here we go again ",10.025799999999998,44.03333333333333,75.9,0.0,39,6.3,135.0,151.0,1,11.0,1,2019-12-09,2,1,7.198054663604125,4.391567852437418,2019-12-09 07:52:22,7,1,0
106,jog,5.527100000000001,23.316666666666663,27.0,0.0,40,5.0,141.1,157.0,0,8.0,1,2020-04-23,1,1,15.81104500019137,4.218172614527967,2020-04-23 16:35:02,16,1,0
107,Warming up for a river dip ,6.908399999999999,30.416666666666668,7.0,0.0,28,5.6,137.0,147.0,0,7.0,1,2020-08-26,2,0,0.0574160367250442,4.403170409511229,2020-08-27 00:08:15,0,0,0
108,WU,2.7911,14.583333333333334,14.0,0.0,10,3.7,132.7,151.0,0,3.0,1,2020-02-01,4,0,2.5434699637116864,5.224451410658308,2020-02-01 13:27:54,13,1,0
109,Grass,7.0138,31.3,19.0,0.0,33,5.1,136.8,155.0,0,8.0,1,2020-07-30,2,0,2.136054945367505,4.462115127175369,2020-07-30 16:43:24,16,1,0
110,Loops on loops on loops ,10.775799999999998,46.63333333333333,43.0,0.0,47,8.2,142.0,158.0,0,15.0,1,2020-05-12,1,1,0.029105058274581,4.327707089067775,2020-05-12 16:36:30,16,1,0
111,UK inter counties - 14th. Sussex 3rd team 🥉 ,11.3183,39.88333333333333,130.7,1.0,147,6.8,172.8,197.0,0,89.0,1,2020-03-07,4,1,8.687530134920962,3.5234672304439743,2020-03-07 14:44:34,14,1,1
112,Humbled by the wind and rain,9.9179,35.28333333333333,6.0,3.0,52,7.1,153.1,169.0,0,32.0,1,2020-01-07,4,1,3.3110499316535424,3.5573105656350057,2020-01-07 18:57:16,18,1,0
113,Cold ears ,17.112099999999998,80.11666666666666,188.5,0.0,45,5.0,131.9,154.0,0,19.0,1,2021-02-10,2,1,8.365930989384651,4.681460674157304,2021-02-10 15:16:25,15,1,0
114,WU,5.309699999999999,22.78333333333333,6.0,0.0,14,4.9,148.6,169.0,0,16.0,1,2021-01-15,4,0,0.8521368727087975,4.290937178166838,2021-01-15 21:16:25,21,0,0
115,Jesus Christ it’s Jason Bourne ,22.1365,105.15,476.9,2.0,75,4.7,157.5,179.0,0,132.0,1,2020-09-26,1,1,39.19779555872083,4.749501282416643,2020-09-26 14:39:46,14,1,0
116,Lovely jubbly ,24.2728,99.03333333333332,170.0,0.0,73,6.3,154.9,176.0,0,106.0,1,2020-03-15,1,1,47.23557649413124,4.079804161566708,2020-03-15 08:58:02,8,1,0
117,Christmas mileage ,17.8503,76.6,351.8,0.0,71,6.7,144.5,163.0,3,36.0,1,2019-12-25,1,1,153.86160507659952,4.290937178166838,2019-12-25 11:02:12,11,1,0
118,Switchbacks 🤤 ,16.1193,75.4,190.6,0.0,51,4.8,151.1,171.0,0,70.0,1,2021-02-24,2,1,12.192886788398027,4.677518944709514,2021-02-24 15:10:48,15,1,0
119,Fartlek ,18.0264,71.53333333333333,19.0,3.0,57,6.5,144.4,191.0,2,43.0,1,2020-09-01,2,1,0.3222143277525902,3.968095238095238,2020-09-01 13:23:09,13,1,0
120,Shake out ,3.0258000000000003,14.183333333333334,6.0,0.0,18,4.2,123.4,133.0,0,2.0,1,2021-03-05,4,0,2.5938410544767976,4.686726659167604,2021-03-05 14:17:55,14,1,0
121,Bit of grind today ,20.3135,85.56666666666666,148.5,0.0,46,5.5,152.6,170.0,0,82.0,1,2020-12-10,1,1,304.9811930395663,4.211776598433157,2020-12-10 13:31:59,13,1,0
122,WU,4.124,18.616666666666667,10.0,0.0,13,7.5,132.8,149.0,0,4.0,1,2020-03-03,4,0,6.439074968511704,4.514084507042253,2020-03-03 18:09:47,18,1,0
123,60 mins on the mill,14.0,60.0,0.0,0.0,26,0.0,,,0,,1,2020-02-09,1,1,0.0,4.285420416559528,2020-02-09 09:15:00,9,1,0
124,Morning Run,9.5411,44.68333333333333,220.1,0.0,34,6.0,150.1,174.0,0,34.0,0,2020-12-25,1,1,2.869119953174959,4.682776060691205,2020-12-25 10:58:37,10,1,0
125,WD,4.671,23.616666666666667,28.0,0.0,14,4.3,144.7,155.0,0,10.0,1,2020-10-06,4,0,0.804639421403408,5.056432038834952,2020-10-06 22:19:33,22,0,0
126,Dark dub ,8.0137,35.483333333333334,4.0,0.0,43,6.6,148.8,169.0,0,24.0,1,2020-11-04,2,0,2.4151988327503204,4.427736450584485,2020-11-05 01:08:29,1,0,0
127,WD,4.804600000000001,23.2,16.0,0.0,11,4.3,156.6,167.0,0,27.0,1,2020-10-13,4,0,1.8486578483134508,4.8279258400927,2020-10-13 22:32:17,22,0,0
128,A few strides ,0.7794,3.5,4.0,0.0,11,7.3,133.7,144.0,0,0.0,1,2021-01-10,2,0,0.0109284883365035,4.490972783616276,2021-01-10 17:13:42,17,1,0
129,Back on it,10.0575,44.36666666666667,75.0,0.0,40,8.1,155.3,167.0,0,50.0,1,2020-01-13,2,0,67.94117034587543,4.41132874536792,2020-01-13 07:39:58,7,1,0
130,Uh oh,14.232,64.06666666666666,135.1,0.0,43,6.5,134.0,162.0,1,20.0,1,2020-08-31,2,1,12.900866568088531,4.501890869800108,2020-08-31 14:24:51,14,1,0
131,Becoming a classic ,15.4399,68.93333333333334,218.3,0.0,50,5.9,137.0,166.0,1,27.0,1,2020-09-02,2,1,5.656457506120205,4.464505759442807,2020-09-02 13:58:51,13,1,0
132,4 x 20s,1.1178,8.25,44.0,0.0,8,7.7,119.0,141.0,0,1.0,1,2019-12-07,4,0,0.0241002453549299,7.380868024800709,2019-12-07 10:23:27,10,1,0
133,Strides ,1.2086,6.233333333333333,4.0,0.0,9,7.4,153.8,175.0,0,5.0,1,2020-07-21,4,0,0.0060300067161733,5.156559405940594,2020-07-21 10:23:00,10,1,0
134,WD,3.4316,15.683333333333334,14.0,0.0,12,5.7,143.9,156.0,0,6.0,1,2020-07-15,4,0,5.890404827368911,4.569783383602962,2020-07-15 10:39:28,10,1,0
135,Early dub,8.1858,36.2,9.0,0.0,29,6.0,126.7,145.0,0,7.0,1,2021-03-11,2,0,5.675293505191803,4.421862563014062,2021-03-11 14:13:07,14,1,0
136,4 seasons ,7.3086,33.85,8.0,0.0,29,7.5,121.0,136.0,0,6.0,1,2021-02-15,2,0,3.9848266169428825,4.63073075854404,2021-02-16 00:16:09,0,0,0
137,WD,5.3175,22.416666666666668,23.0,0.0,23,7.3,159.7,166.0,0,32.0,1,2021-01-08,3,0,18.90474813990295,4.214972180070815,2021-01-08 16:30:48,16,1,0
138,3k tt later,6.463,29.416666666666668,2.0,0.0,38,5.0,128.3,152.0,0,6.0,1,2020-10-30,5,1,1.832545967772603,4.551064991807755,2020-10-30 14:39:24,14,1,0
139,Easy does it,8.9154,41.266666666666666,145.6,0.0,36,6.1,125.5,143.0,0,8.0,1,2019-12-09,2,0,18.946535055874847,4.628158844765343,2019-12-09 17:24:42,17,1,0
140,WU,3.6417,16.716666666666665,33.0,0.0,9,4.3,131.7,144.0,0,3.0,1,2020-12-26,4,0,0.0254549831879558,4.589920132194988,2020-12-26 10:11:09,10,1,0
141,12 days till the big one ,8.780100000000001,38.583333333333336,39.0,0.0,51,5.4,129.8,143.0,1,8.0,1,2020-01-20,2,0,7.727584306849167,4.393883469549169,2020-01-20 17:55:19,17,1,0
